Message,Category
V skint too but fancied few bevies.waz gona go meet &othrs in spoon but jst bin watchng planet earth&sofa is v comfey; If i dont make it hav gd night,ham
Hmmm:)how many players selected?,ham
Ü come lt 25 n pass to me lar,ham
"Not really dude, have no friends i'm afraid :(",ham
Ok... Thanx... Gd nite 2 ü too...,ham
Ill be there on  &lt;#&gt;  ok.,ham
"K, I'll work something out",ham
How is it possible to teach you. And where.,ham
Are you in castor? You need to see something,ham
Kallis wont bat in 2nd innings.,ham
"Same here, but I consider walls and bunkers and shit important just because I never play on peaceful but I guess your place is high enough that it don't matter",ham
Usually the body takes care of it buy making sure it doesnt progress. Can we pls continue this talk on saturday.,ham
Are you driving or training?,ham
Too late. I said i have the website. I didn't i have or dont have the slippers,ham
"One of best dialogue in cute reltnship..!! ""Wen i Die, Dont Come Near My Body..!! Bcoz My Hands May Not Come 2 Wipe Ur Tears Off That Time..!Gud ni8",ham
Watching telugu movie..wat abt u?,ham
Ugh fuck it I'm resubbing to eve,ham
"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it....",ham
"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk",spam
"Chinatown got porridge, claypot rice, yam cake, fishhead beehoon... Either we eat cheap den go cafe n tok or go nydc or somethin...",ham
Pls give her the food preferably pap very slowly with loads of sugar. You can take up to an hour to give it. And then some water. Very very slowly.,ham
Hi here. have birth at on the  to  at 8lb 7oz. Mother and baby doing brilliantly.,ham
Lol I know! They're so dramatic. Schools already closed for tomorrow. Apparently we can't drive in the inch of snow were supposed to get.,ham
Ok i am on the way to home hi hi,ham
"Somewhr someone is surely made 4 u. And God has decided a perfect time to make u meet dat person. . . . till den, . . . . . Enjoy ur crushes..!!!;-)",ham
K.k:)when are you going?,ham
"Maybe westshore or hyde park village, the place near my house?",ham
We still on for tonight?,ham
"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL",ham
I can send you a pic if you like :),ham
Thanx but my birthday is over already.,ham
"Ah, well that confuses things, doesnt it? I thought was friends with now. Maybe i did the wrong thing but i already sort of invited -tho he may not come cos of money.",ham
Oh:)as usual vijay film or its different?,ham
Yup... How ü noe leh...,ham
"Good afternoon sunshine! How dawns that day ? Are we refreshed and happy to be alive? Do we breathe in the air and smile ? I think of you, my love ... As always",ham
"idc get over here, you are not weaseling your way out of this shit twice in a row",ham
"fyi I'm at usf now, swing by the room whenever",ham
"all the lastest from Stereophonics, Marley, Dizzee Racal, Libertines and The Strokes! Win Nookii games with Flirt!! Click TheMob WAP Bookmark or text WAP to 82468",spam
Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow,ham
Dude just saw a parked car with its sunroof popped up. Sux,ham
"Hi, this is Mandy Sullivan calling from HOTMIX FM...you are chosen to receive £5000.00 in our Easter Prize draw.....Please telephone 09041940223 to claim before 29/03/05 or your prize will be transferred to someone else....",spam
Even i cant close my eyes you are in me our vava playing umma :-D,ham
Dhoni have luck to win some big title.so we will win:),ham
I want to go to perumbavoor,ham
Okie but i scared u say i fat... Then u dun wan me already...,ham
somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams,ham
get ready to moan and scream :),ham
"K will do, addie &amp; I are doing some art so I'll be here when you get home",ham
Nope... Juz off from work...,ham
"SYMPTOMS when U are in love: ""1.U like listening songs 2.U get stopped where u see the name of your beloved 3.U won't get angry when your",ham
I am on the way to tirupur.,ham
"Just checked out, heading out to drop off my stuff now",ham
"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p",spam
"Sorry sir, i will call you tomorrow.  senthil.hsbc",ham
Oh k :)why you got job then whats up?,ham
I am in tirupur.  call you da.,ham
"Right on brah, see you later",ham
"I need an 8th but I'm off campus atm, could I pick up in an hour or two?",ham
U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08,spam
have got * few things to do. may be in * pub later.,ham
"Sorry,in meeting I'll call later",ham
Tiwary to rcb.battle between bang and kochi.,ham
But your brother transfered only  &lt;#&gt;  +  &lt;#&gt; . Pa.,ham
"see, i knew giving you a break a few times woul lead to you always wanting to miss curfew. I was gonna gibe you 'til one, but a MIDNIGHT movie is not gonna get out til after 2. You need to come home. You need to getsleep and, if anything, you need to b studdying ear training.",ham
Waaaat?? Lololo ok next time then!,ham
Mm i am on the way to railway,ham
Ok lor. I ned 2 go toa payoh 4 a while 2 return smth u wan 2 send me there or wat?,ham
How much did ur hdd casing cost.,ham
Where is it. Is there any opening for mca.,ham
"whatever, im pretty pissed off.",ham
"Hi, wlcome back, did wonder if you got eaten by a lion or something, nothing much",ham
Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.,spam
Any pain on urination any thing else?,ham
I love you both too :-),ham
What's nannys address?,ham
"Haha yeah I see that now, be there in a sec",ham
Most of the tiime when i don't let you hug me it's so i don't break into tears.,ham
"Your free ringtone is waiting to be collected. Simply text the password ""MIX"" to 85069 to verify. Get Usher and Britney. FML, PO Box 5249, MK17 92H. 450Ppw 16",spam
I need details about that online job.,ham
Then i buy.,ham
So no messages. Had food?,ham
"Bloody hell, cant believe you forgot my surname Mr . Ill give u a clue, its spanish and begins with m...",ham
"Why is that, princess? I bet the brothas are all chasing you!",ham
Not a drop in the tank,ham
Meeting u is my work. . . Tel me when shall i do my work tomorrow,ham
Maybe i could get book out tomo then return it immediately ..? Or something.,ham
"I want some cock! My hubby's away, I need a real man 2 satisfy me. Txt WIFE to 89938 for no strings action. (Txt STOP 2 end, txt rec £1.50ea. OTBox 731 LA1 7WS. )",spam
u r a winner U ave been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810710p/min (18 ),spam
Then we gotta do it after that,ham
My stomach has been thru so much trauma I swear I just can't eat. I better lose weight.,ham
"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas",ham
"Mmmmmm ... I love you,so much, Ahmad ... I can't wait for this year to begin as every second takes me closer to being at your side. Happy New Year, my love!!",ham
En chikku nange bakra msg kalstiya..then had tea/coffee?,ham
Got meh... When?,ham
"Ya ok, vikky vl c witin  &lt;#&gt; mins and il reply u..",ham
Send me your resume:-),ham
SMS SERVICES For your inclusive text credits pls gotto www.comuk.net login 3qxj9 unsubscribe with STOP no extra charge help 08702840625 comuk.220cm2 9AE,spam
Daddy will take good care of you :),ham
I want to tell you how bad I feel that basically the only times I text you lately are when I need drugs,ham
"Hello, my love! How goes that day ? I wish your well and fine babe and hope that you find some job prospects. I miss you, boytoy ... *a teasing kiss*",ham
Ball is moving a lot.will spin in last :)so very difficult to bat:),ham
Yup i thk so until e shop closes lor.,ham
He like not v shock leh. Cos telling shuhui is like telling leona also. Like dat almost all know liao. He got ask me abt ur reaction lor.,ham
"You might want to pull out more just in case and just plan on not spending it if you can, I don't have much confidence in derek and taylor's money management",ham
Is that what time you want me to come?,ham
Then u go back urself lor...,ham
Don't look back at the building because you have no coat and i don't want you to get more sick. Just hurry home and wear a coat to the gym!!!,ham
Super da:)good replacement for murali,ham
No. I meant the calculation is the same. That  &lt;#&gt; units at  &lt;#&gt; . This school is really expensive. Have you started practicing your accent. Because its important. And have you decided if you are doing 4years of dental school or if you'll just do the nmde exam.,ham
Hmmm.still we dont have opener?,ham
Not yet. Just i'd like to keep in touch and it will be the easiest way to do that from barcelona. By the way how ru and how is the house?,ham
Pls go ahead with watts. I just wanted to be sure. Do have a great weekend. Abiola,ham
"That's fine, I'll bitch at you about it later then",ham
U still painting ur wall?,ham
"449050000301 You have won a £2,000 price! To claim, call 09050000301.",spam
Reply to win £100 weekly! What professional sport does Tiger Woods play? Send STOP to 87239 to end service,spam
Our Prashanthettan's mother passed away last night. pray for her and family.,ham
RECPT 1/3. You have ordered a Ringtone. Your order is being processed...,spam
Mum say we wan to go then go... Then she can shun bian watch da glass exhibition...,ham
From someone not to smoke when every time I've smoked in the last two weeks is because of you calling or texting me that you wanted to smoke,ham
Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX,spam
Ugh hopefully the asus ppl dont randomly do a reformat.,ham
"Imagine you finally get to sink into that bath after I have put you through your paces, maybe even having you eat me for a while before I left ... But also imagine the feel of that cage on your cock surrounded by the bath water, reminding you always who owns you ... Enjoy, my cuck",ham
No da. . Vijay going to talk in jaya tv,ham
Just sent it. So what type of food do you like?,ham
Rofl betta invest in some  anti aging products,ham
There are some nice pubs near here or there is Frankie n Bennys near the warner cinema?,ham
Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery,spam
Do you like Italian food?,ham
Carlos says we can pick up from him later so yeah we're set,ham
"Whenevr ur sad, Whenevr ur gray, Remembr im here 2 listn 2 watevr u wanna say, Jus walk wid me a little while,&amp; I promise I'll bring back ur smile.:-)",ham
Dai i downloaded but there is only exe file which i can only run that exe after installing.,ham
Where are you?when wil you reach here?,ham
Sleeping nt feeling well,ham
You've always been the brainy one.,ham
What r u cooking me for dinner?,ham
Ah poop. Looks like ill prob have to send in my laptop to get fixed cuz it has a gpu problem,ham
Yes just finished watching days of our lives. I love it.,ham
How much is torch in 9ja.,ham
"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng",ham
"Dad wanted to talk about the apartment so I got a late start, omw now",ham
I couldn't say no as he is a dying man and I feel sad for him so I will go and I just wanted you to know I would probably be gone late into your night,ham
Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.,ham
"Hey sexy buns ! Have I told you ? I adore you, loverboy. I hope you remember to thank your sister in law for those meatballs *grins* ... i love you, babe",ham
I can't describe how lucky you are that I'm actually awake by noon,ham
"This is the 2nd attempt to contract U, you have won this weeks top prize of either £1000 cash or £200 prize. Just call 09066361921",spam
Wat ü doing now?,ham
So that takes away some money worries,ham
Cos i want it to be your thing,ham
Great comedy..cant stop laughing da:),ham
The bus leaves at  &lt;#&gt;,ham
If he started searching he will get job in few days.he have great potential and talent.,ham
WHORE YOU ARE UNBELIEVABLE.,ham
Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,ham
Now got tv 2 watch meh? U no work today?,ham
Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,ham
Please CALL 08712402578 immediately as there is an urgent message waiting for you,spam
"sorry, no, have got few things to do. may be in pub later.",ham
"U wake up already? Wat u doing? U picking us up later rite? I'm taking sq825, reaching ard 7 smth 8 like dat. U can check e arrival time. C ya soon...",ham
"Sorry, my battery died, I can come by but I'm only getting a gram for now, where's your place?",ham
Do u noe wat time e place dat sells 4d closes?,ham
Are you willing to go for apps class.,ham
Hmm. Shall i bring a bottle of wine to keep us amused? Just joking! I'll still bring a bottle. Red or white? See you tomorrow,ham
"Urgent -call 09066649731from Landline. Your complimentary 4* Ibiza Holiday or £10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150ppm 18+",spam
Hey... Why dont we just go watch x men and have lunch... Haha,ham
"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear",ham
Ok...,ham
I see a cup of coffee animation,ham
We'll you pay over like  &lt;#&gt; yrs so its not too difficult,ham
"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!",spam
How about getting in touch with folks waiting for company? Just txt back your NAME and AGE to opt in! Enjoy the community (150p/SMS),spam
My uncles in Atlanta. Wish you guys a great semester.,ham
"Yeah that's what I thought, lemme know if anything's goin on later",ham
Feel Yourself That You Are Always Happy.. Slowly It Becomes Your Habit &amp; Finally It Becomes Part Of Your Life.. Follow It.. Happy Morning &amp; Have A Happy Day:),ham
I wont. So wat's wit the guys,ham
Well at this right I'm gonna have to get up and check today's steam sales/pee so text me when you want me to come get you,ham
For sale - arsenal dartboard. Good condition but no doubles or trebles!,spam
Horrible gal. Me in sch doing some stuff. How come u got mc?,ham
O. Well uv causes mutations. Sunscreen is like essential thesedays,ham
Noooooooo please. Last thing I need is stress. For once in your life be fair.,ham
"Carlos is down but I have to pick it up from him, so I'll swing by usf in a little bit",ham
"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+",spam
She.s good. She was wondering if you wont say hi but she.s smiling now. So how are you coping with the long distance,ham
Beautiful truth : Expression of the face could Be seen by everyone... But the depression of heart Could be understood only By the Loved ones.. Gud Ni8;-),ham
Send his number and give reply tomorrow morning for why you said that to him like that ok,ham
I came hostel. I m going to sleep. Plz call me up before class. Hrishi.,ham
"Goodmorning, today i am late for  &lt;DECIMAL&gt; min.",ham
Any way where are you and what doing.,ham
Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p,spam
Good morning princess! How are you?,ham
Try to do something dear. You read something for exams,ham
Where you. What happen,ham
Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.,ham
Can you please send me my aunty's number,ham
No. Thank you. You've been wonderful,ham
Didn't you get hep b immunisation in nigeria.,ham
"We are hoping to get away by 7, from Langport. You still up for town tonight?",ham
"alright, I'll make sure the car is back tonight",ham
I ain't answerin no phone at what is actually a pretty reasonable hour but I'm sleepy,ham
"Also sir, i sent you an email about how to log into the usc payment portal. I.ll send you another message that should explain how things are back home. Have a great weekend.",ham
Dun b sad.. It's over.. Dun thk abt it already. Concentrate on ur other papers k.,ham
"Happy or sad , one thing about past is- ""Its no more"" GOOD MORNING :-):-).",ham
at bruce b downs &amp; fletcher now,ham
"Sorry man, my stash ran dry last night and I can't pick up more until sunday",ham
Ü all write or wat..,ham
"Congratulations - Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08712103738 NOW! Only 10p per minute. BT-national-rate",spam
Mathews or tait or edwards or anderson,ham
I cant pick the phone right now. Pls send a message,ham
Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674,spam
Hmmm.but you should give it on one day..,ham
Wat time do u wan 2 meet me later?,ham
Shb b ok lor... Thanx...,ham
Anything lor. Juz both of us lor.,ham
It vl bcum more difficult..,ham
I'm leaving my house now.,ham
I will come to ur home now,ham
U free on sat rite? U wan 2 watch infernal affairs wif me n darren n mayb xy?,ham
Just checking in on you. Really do miss seeing Jeremiah. Do have a great month,ham
Thx. All will be well in a few months,ham
I have many dependents,ham
Stupid.its not possible,ham
"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327. T&C: RSTM, SW7 3SS. 150ppm",spam
Can't. I feel nauseous. I'm so pissed. I didn't eat any sweets all week cause today I was planning to pig out. I was dieting all week. And now I'm not hungry :/,ham
"Claim a 200 shopping spree, just call 08717895698 now! Have you won! MobStoreQuiz10ppm",spam
"Nah man, my car is meant to be crammed full of people",ham
"I'd say that's a good sign but, well, you know my track record at reading women",ham
HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,spam
Tell rob to mack his gf in the theater,ham
Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56,spam
Oh wow thats gay. Will firmware update help,ham
"For ur chance to win a £250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk",spam
"Yeah sure, give me a couple minutes to track down my wallet",ham
tap & spile at seven. * Is that pub on gas st off broad st by canal. Ok?,ham
You do your studies alone without anyones help. If you cant no need to study.,ham
Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. £1.50 SP:Tyrone,spam
Wait  &lt;#&gt;  min..,ham
Mm not entirely sure i understood that text but hey. Ho. Which weekend?,ham
Ü bot notes oredi... Cos i juz rem i got...,ham
No objection. My bf not coming.,ham
Petey boy whereare you me and all your friendsare in theKingshead come down if you canlove Nic,ham
I need... Coz i never go before,ham
You are not bothering me but you have to trust my answers. Pls.,ham
"Dear Sir,Salam Alaikkum.Pride and Pleasure meeting you today at the Tea Shop.We are pleased to send you our contact number at Qatar.Rakhesh an Indian.Pls save our Number.Respectful Regards.",ham
Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC 08718720201 HG/Suite342/2Lands Row/W1J6HL,spam
Lol u still feeling sick?,ham
"FREE NOKIA Or Motorola with upto 12mths 1/2price linerental, 500 FREE x-net mins&100txt/mth FREE B'tooth*. Call Mobileupd8 on 08001950382 or call 2optout/D3WV",spam
Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTxt,spam
Okay... We wait ah,ham
Its on in engalnd! But telly has decided it won't let me watch it and mia and elliot were kissing! Damn it!,ham
"Better than bb. If he wont use it, his wife will or them doctor",ham
X2  &lt;#&gt; . Are you going to get that,ham
Orh i tot u say she now still dun believe.,ham
"Hi there, 2nights ur lucky night! Uve been invited 2 XCHAT, the Uks wildest chat! Txt CHAT to 86688 now! 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs",spam
Its a great day. Do have yourself a beautiful one.,ham
Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.,ham
Da my birthdate in certificate is in april but real date is today. But dont publish it. I shall give you a special treat if you keep the secret. Any way thanks for the wishes,ham
I'm in town now so i'll jus take mrt down later.,ham
Going on nothing great.bye,ham
Why don't you wait 'til at least wednesday to see if you get your .,ham
How was txting and driving,ham
Ok ill tell the company,ham
"Sorry, I guess whenever I can get a hold of my connections, maybe an hour or two? I'll text you",ham
Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL,ham
This is wishing you a great day. Moji told me about your offer and as always i was speechless. You offer so easily to go to great lengths on my behalf and its stunning. My exam is next friday. After that i will keep in touch more. Sorry.,ham
Ok. She'll be ok. I guess,ham
"Haha, that was the first person I was gonna ask",ham
Do you hide anythiing or keeping distance from me,ham
I might come to kerala for 2 days.so you can be prepared to take a leave once i finalise .dont plan any travel during my visit.need to finish urgent works.,ham
I'm watching lotr w my sis dis aft. So u wan 2 meet me 4 dinner at nite a not?,ham
Ok... Take ur time n enjoy ur dinner...,ham
8007 25p 4 Alfie Moon's Children in Need song on ur mob. Tell ur m8s. Txt TONE CHARITY to 8007 for nokias or POLY CHARITY for polys :zed 08701417012 profit 2 charity,spam
I didnt get anything da,ham
COME BACK TO TAMPA FFFFUUUUUUU,ham
"So you think i should actually talk to him? Not call his boss in the morning? I went to this place last year and he told me where i could go and get my car fixed cheaper. He kept telling me today how much he hoped i would come back in, how he always regretted not getting my number, etc.",ham
Hope you are having a good week. Just checking in,ham
"REMINDER FROM O2: To get 2.50 pounds free call credit and details of great offers pls reply 2 this text with your valid name, house no and postcode",spam
I probably won't eat at all today. I think I'm gonna pop. How was your weekend? Did u miss me?,ham
You have won a guaranteed 32000 award or maybe even £1000 cash to claim ur award call free on 0800 ..... (18+). Its a legitimat efreefone number wat do u think???,spam
CALL 09090900040 & LISTEN TO EXTREME DIRTY LIVE CHAT GOING ON IN THE OFFICE RIGHT NOW TOTAL PRIVACY NO ONE KNOWS YOUR [sic] LISTENING 60P MIN 24/7MP 0870753331018+,spam
I wil be there with in  &lt;#&gt;  minutes. Got any space,ham
Stupid.its not possible,ham
And of course you should make a stink!,ham
Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.,spam
Love you aathi..love u lot..,ham
Huh so early.. Then ü having dinner outside izzit?,ham
Hi this is yijue... It's regarding the 3230 textbook it's intro to algorithms second edition... I'm selling it for $50...,ham
Are you available for soiree on June 3rd?,ham
"Goal! Arsenal 4 (Henry, 7 v Liverpool 2 Henry scores with a simple shot from 6 yards from a pass by Bergkamp to give Arsenal a 2 goal margin after 78 mins.",spam
He needs to stop going to bed and make with the fucking dealing,ham
Mark works tomorrow. He gets out at 5. His work is by your house so he can meet u afterwards.,ham
Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394514 From Landline DATEBox1282EssexCM61XN 150p/min 18,spam
Then we wait 4 u lor... No need 2 feel bad lar...,ham
Ok give me 5 minutes I think I see her. BTW you're my alibi. You were cutting my hair the whole time.,ham
No need lar i go engin? Cos my sis at arts today...,ham
HI DARLIN I FINISH AT 3 DO U 1 2 PICK ME UP OR MEET ME? TEXT BACK ON THIS NUMBER LUV KATE XXX,ham
Ok. C u then.,ham
Please call Amanda with regard to renewing or upgrading your current T-Mobile handset free of charge. Offer ends today. Tel 0845 021 3680 subject to T's and C's,spam
"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOOD NIGHT",ham
"Until 545 lor... Ya, can go 4 dinner together...",ham
"Ask g or iouri, I've told the story like ten times already",ham
Delhi and chennai still silent.,ham
"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!",spam
What makes you most happy?,ham
"Yeah, probably here for a while",ham
"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)",ham
"He said that he had a right giggle when he saw u again! You would possibly be the first person2die from NVQ, but think how much you could for!",ham
"Forgot it takes me 3 years to shower, sorry. Where you at/your phone dead yet?",ham
Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX,spam
Wat r u doing now?,ham
"Omw back to tampa from west palm, you hear what happened?",ham
"Jay told me already, will do",ham
I forgot 2 ask ü all smth.. There's a card on da present lei... How? Ü all want 2 write smth or sign on it?,ham
Thank u. IT BETTER WORK OUT CAUSE I WILL FEEL USED OTHERWISE,ham
"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOOD NIGHT",ham
"Helloooo... Wake up..! ""Sweet"" ""morning"" ""welcomes"" ""You"" ""Enjoy"" ""This Day"" ""with full of joy"".. ""GUD MRNG"".",ham
"Ha ha nan yalrigu heltini..Iyo kothi chikku, u shared many things wit me..so far i didn't told any body and even uttered a word abt u.. If ur trusting me so much how can i tell these to others.. Plz nxt time dont use those words to me..ok, chikku:-);-)B-)",ham
Jus finish my lunch on my way home lor... I tot u dun wan 2 stay in sch today...,ham
-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468,spam
What * u wearing?,ham
Do you know what Mallika Sherawat did yesterday? Find out now @  &lt;URL&gt;,ham
Thats cool princess! I will cover your face in hot sticky cum :),ham
"Can you pls pls send me a mail on all you know about relatives coming to deliver here? All you know about costs, risks, benefits and anything else. Thanks.",ham
:-( sad puppy noise,ham
See? I thought it all through,ham
"Hm good morning, headache anyone? :-)",ham
Umma my life and vava umma love you lot dear,ham
WHAT TIME U WRKIN?,ham
Good. do you think you could send me some pix? I would love to see your top and bottom...,ham
Future is not what we planned for tomorrow.....! it is the result of what we do today...! Do the best in present... enjoy the future.,ham
"K so am I, how much for an 8th? Fifty?",ham
Yup ü not comin :-(,ham
Ok... Ur typical reply...,ham
"Jolly good! By the way,  will give u tickets for sat eve 7.30. Speak before then x",ham
Dear are you angry i was busy dear,ham
I.ll hand her my phone to chat wit u,ham
Am surfing online store. For offers do you want to buy any thing.,ham
Is she replying. Has boye changed his phone number,ham
Ok which your another number,ham
Hello which the site to download songs its urgent pls,ham
S.s:)i thinl role is like sachin.just standing. Others have to hit.,ham
I dunno they close oredi not... Ü v ma fan...,ham
Dont flatter yourself... Tell that man of mine two pints of carlin in ten minutes please....,ham
Hasn't that been the pattern recently crap weekends?,ham
My love ... I hope your not doing anything drastic. Don't you dare sell your pc or your phone ...,ham
"Its ok, called mom instead have fun",ham
R u here yet? I'm wearing blue shirt n black pants.,ham
Free any day but i finish at 6 on mon n thurs...,ham
When u love someone Dont make them to love u as much as u do. But Love them so much that they dont want to be loved by anyone except you... Gud nit.,ham
"Arngd marriage is while u r walkin unfortuntly a snake bites u. bt love marriage is dancing in frnt of d snake &amp; sayin Bite me, bite me.",ham
Mm have some kanji dont eat anything heavy ok,ham
Reverse is cheating. That is not mathematics.,ham
Nvm take ur time.,ham
"sorry brah, just finished the last of my exams, what up",ham
In sch but neva mind u eat 1st lor..,ham
I'm always looking for an excuse to be in the city.,ham
YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.,spam
Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY £10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&,spam
"Im cool ta luv but v.tired 2 cause i have been doin loads of planning all wk, we have got our social services inspection at the nursery! Take care & spk sn x.",ham
Hi babe its me thanks for coming even though it didnt go that well!i just wanted my bed! Hope to see you soon love and kisses xxx,ham
Hey you can pay. With salary de. Only  &lt;#&gt; .,ham
I've reached home n i bathe liao... U can call me now...,ham
Lol yep did that yesterday. Already got my fireplace. Now its just another icon sitting there for me.,ham
RCT' THNQ Adrian for U text. Rgds Vatian,spam
Reading gud habit.. Nan bari hudgi yorge pataistha ertini kano:-),ham
Good Morning my Dear........... Have a great &amp; successful day.,ham
Pass dis to all ur contacts n see wat u get! Red;i'm in luv wid u. Blue;u put a smile on my face. Purple;u r realy hot. Pink;u r so swt. Orange;i thnk i lyk u. Green;i realy wana go out wid u. Yelow;i wnt u bck. Black;i'm jealous of u. Brown;i miss you Nw plz giv me one color,ham
There's someone here that has a year  &lt;#&gt;  toyota camry like mr olayiwola's own. Mileage is  &lt;#&gt; k.its clean but i need to know how much will it sell for. If i can raise the dough for it how soon after landing will it sell. Holla back.,ham
Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu,ham
Ok going to sleep. Hope i can meet her.,ham
"Rose needs water, season needs change, poet needs imagination..My phone needs ur sms and i need ur lovely frndship forever....",ham
Guess which pub im in? Im as happy as a pig in clover or whatever the saying is!,ham
"I‘ll leave around four, ok?",ham
Yes I posted a couple of pics on fb. There's still snow outside too. I'm just waking up :),ham
Me sef dey laugh you. Meanwhile how's my darling anjie!,ham
"Sir Goodmorning, Once free call me.",ham
"Sorry, I'll call later",ham
K:)eng rocking in ashes:),ham
"I sent my scores to sophas and i had to do secondary application for a few schools. I think if you are thinking of applying, do a research on cost also. Contact joke ogunrinde, her school is one me the less expensive ones",ham
