,Message,Category,Predicted
1914,Ranjith cal drpd Deeraj and deepak 5min hold,ham,ham
1915,Will it help if we propose going back again tomorrow,ham,ham
1916,Okay but i thought you were the expert,ham,ham
1917,Appt is at &lt;TIME&gt; am. Not my fault u don't listen. I told u twice,ham,ham
1918,So when do you wanna gym harri,ham,ham
1919,Hello! How r u? Im bored. Inever thought id get bored with the tv but I am. Tell me something exciting has happened there? Anything! =/,ham,ham
1920,"Turns out my friends are staying for the whole show and won't be back til ~ &lt;#&gt; , so feel free to go ahead and smoke that $ &lt;#&gt;  worth",ham,ham
1921,I just saw ron burgundy captaining a party boat so yeah,ham,ham
1922,Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.,ham,ham
1923,Yep get with the program. You're slacking.,ham,ham
1924,U wan 2 haf lunch i'm in da canteen now.,ham,ham
1925,I'm meeting Darren...,ham,ham
1926,U WILL SWITCH YOUR FONE ON DAMMIT!!,ham,ham
1927,* You gonna ring this weekend or wot?,ham,ham
1928,"Like I made him throw up when we were smoking in our friend's car one time, it was awesome",ham,ham
1929,No problem. We will be spending a lot of quality time together...,ham,ham
1930,Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk,spam,spam
1931,Yo im right by yo work,ham,ham
1932,"Hmmm... Guess we can go 4 kb n power yoga... Haha, dunno we can tahan power yoga anot... Thk got lo oso, forgot liao...",ham,ham
1933,As in different styles?,ham,ham
1934,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,spam,spam
1935,I will vote for wherever my heart guides me,ham,ham
1936,Please CALL 08712402972 immediately as there is an urgent message waiting for you,spam,spam
1937,He telling not to tell any one. If so treat for me hi hi hi,ham,ham
1938,Aiyar sorry lor forgot 2 tell u...,ham,ham
1939,That's y i said it's bad dat all e gals know u... Wat u doing now?,ham,ham
1940,"Sorry man, accidentally left my phone on silent last night and didn't check it til I got up",ham,ham
1941,Jordan got voted out last nite!,ham,ham
1942,"Good evening Sir, hope you are having a nice day. I wanted to bring it to your notice that I have been late in paying rent for the past few months and have had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thank you for everything.",ham,ham
1943,Great. So should i send you my account number.,ham,ham
1944,Lol ok. I'll snatch her purse too.,ham,ham
1945,Oh ok wait 4 me there... My lect havent finish,ham,ham
1946,sexy sexy cum and text me im wet and warm and ready for some porn! u up for some fun? THIS MSG IS FREE RECD MSGS 150P INC VAT 2 CANCEL TEXT STOP,spam,spam
1947,"came to look at the flat, seems ok, in his 50s? * Is away alot wiv work. Got woman coming at 6.30 too.",ham,ham
1948,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.",ham,ham
1949,Did he just say somebody is named tampa,ham,ham
1950,K...k:)why cant you come here and search job:),ham,ham
1951,Oh k k:)but he is not a big hitter.anyway good,ham,ham
1952,"Ah, well that confuses things, doesn‘t it?",ham,ham
1953,And maybe some pressies,ham,ham
1954,"We spend our days waiting for the ideal path to appear in front of us.. But what we forget is.. ""paths are made by walking.. not by waiting.."" Goodnight!",ham,ham
1955,A £400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a £400 reward. Just call 09066380611,spam,spam
1956,Ü comin to fetch us oredi...,ham,ham
1957,U should make a fb list,ham,ham
1958,Prabha..i'm soryda..realy..frm heart i'm sory,ham,ham
1959,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599,spam,spam
1960,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08718738002 Identifier Code: 48922 Expires 21/11/04,spam,spam
1961,If you don't respond imma assume you're still asleep and imma start calling n shit,ham,ham
1962,Also remember the beads don't come off. Ever.,ham,ham
1963,Actually I decided I was too hungry so I haven't left yet :V,ham,ham
1964,"URGENT! Your mobile number *************** WON a £2000 Bonus Caller prize on 10/06/03! This is the 2nd attempt to reach you! Call 09066368753 ASAP! Box 97N7QP, 150ppm",spam,spam
1965,Oh ho. Is this the first time u use these type of words,ham,ham
1966,Yeah so basically any time next week you can get away from your mom &amp; get up before 3,ham,ham
1967,"Ya, i'm referin to mei's ex wat... No ah, waitin 4 u to treat, somebody shld b rich liao...So gd, den u dun have to work frm tmr onwards...",ham,ham
1968,You call times job today ok umma and ask them to speed up,ham,ham
1969,Well boy am I glad G wasted all night at applebees for nothing,ham,ham
1970,I'll probably be by tomorrow (or even later tonight if something's going on),ham,ham
1971,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths+? Call MobilesDirect free on 08000938767 to update now! or2stoptxt T&Cs,spam,spam
1972,So its to be poking man everyday that they teach you in canada abi! How are you. Just saying hi.,ham,ham
1973,Some are lasting as much as 2 hours. You might get lucky.,ham,ham
1974,How would my ip address test that considering my computer isn't a minecraft server,ham,ham
1975,"Aight, tomorrow around  &lt;#&gt;  it is",ham,ham
1976,Ok lor...,ham,ham
1977,Got it. Seventeen pounds for seven hundred ml – hope ok.,ham,ham
1978,So i could kiss and feel you next to me...,ham,ham
1979,Yeah he got in at 2 and was v apologetic. n had fallen out and she was actin like spoilt child and he got caught up in that. Till 2! But we won't go there! Not doing too badly cheers. You?,ham,ham
1980,Yup... Ok i go home look at the timings then i msg ü again... Xuhui going to learn on 2nd may too but her lesson is at 8am,ham,ham
1981,Then its most likely called Mittelschmertz. Google it. If you dont have paracetamol dont worry it will go.,ham,ham
1982,Ya but it cant display internal subs so i gotta extract them,ham,ham
1983,She just broke down a list of reasons why nobody's in town and I can't tell if she's being sarcastic or just faggy,ham,ham
1984,Sounds better than my evening im just doing my costume. Im not sure what time i finish tomorrow but i will txt you at the end.,ham,ham
1985,That's the way you should stay oh.,ham,ham
1986,"No worries, hope photo shoot went well. have a spiffing fun at workage.",ham,ham
1987,"Update_Now - Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/F4Q=",spam,spam
1988,I could ask carlos if we could get more if anybody else can chip in,ham,ham
1989,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng,ham,ham
1990,That's good. Lets thank God. Please complete the drug. Have lots of water. And have a beautiful day.,ham,ham
1991,Then just eat a shit and wait for ur monkey face bitch.......... U asshole..................,ham,ham
1992,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm,spam,spam
1993,"Hey sorry I didntgive ya a a bellearlier hunny,just been in bedbut mite go 2 thepub l8tr if uwana mt up?loads a luv Jenxxx.",ham,ham
1994,Let me know when you've got the money so carlos can make the call,ham,ham
1995,How much you got for cleaning,ham,ham
1996,Only once then after ill obey all yours.,ham,ham
1997,Think I could stop by in like an hour or so? My roommate's looking to stock up for a trip,ham,ham
1998,I cant pick the phone right now. Pls send a message,ham,ham
1999,I'm in office now . I will call you  &lt;#&gt;  min:),ham,ham
2000,I sent them. Do you like?,ham,ham
2001,"Goodmorning, today i am late for 1hr.",ham,ham
2002,As if i wasn't having enough trouble sleeping.,ham,ham
2003,Haf u eaten? Wat time u wan me 2 come?,ham,ham
2004,Just sing HU. I think its also important to find someone female that know the place well preferably a citizen that is also smart to help you navigate through. Even things like choosing a phone plan require guidance. When in doubt ask especially girls.,ham,ham
2005,alright tyler's got a minor crisis and has to be home sooner than he thought so be here asap,ham,ham
2006,I told her I had a Dr appt next week. She thinks I'm gonna die. I told her its just a check. Nothing to be worried about. But she didn't listen.,ham,ham
2007,Are you plans with your family set in stone ?,ham,ham
2008,Now that you have started dont stop. Just pray for more good ideas and anything i see that can help you guys i.ll forward you a link.,ham,ham
2009,"Set a place for me in your heart and not in your mind, as the mind easily forgets but the heart will always remember. Wish you Happy Valentines Day!",ham,ham
2010,Someonone you know is trying to contact you via our dating service! To find out who it could be call from your mobile or landline 09064015307 BOX334SK38ch,spam,spam
2011,We got a divorce. Lol. She.s here,ham,ham
2012,Pls send me the correct name da.,ham,ham
2013,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",ham,ham
2014,I will be gentle princess! We will make sweet gentle love...,ham,ham
2015,"The affidavit says  &lt;#&gt;  E Twiggs St, division g, courtroom  &lt;#&gt; , &lt;TIME&gt;  AM. I'll double check and text you again tomorrow",ham,ham
2016,"Aight that'll work, thanks",ham,ham
2017,Well i know Z will take care of me. So no worries.,ham,ham
2018,Should I tell my friend not to come round til like  &lt;#&gt; ish?,ham,ham
2019,Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs,spam,spam
2020,Please da call me any mistake from my side sorry da. Pls da goto doctor.,ham,ham
2021,Ok...,ham,ham
2022,Dear how you. Are you ok?,ham,ham
2023,URGENT! We are trying to contact you. Last weekends draw shows that you have won a £900 prize GUARANTEED. Call 09061701851. Claim code K61. Valid 12hours only,spam,spam
2024,I cant wait to see you! How were the photos were useful? :),ham,ham
2025,"Good morning, my Love ... I go to sleep now and wish you a great day full of feeling better and opportunity ... You are my last thought babe, I LOVE YOU *kiss*",ham,ham
2026,I had askd u a question some hours before. Its answer,ham,ham
2027,My superior telling that friday is leave for all other department except ours:)so it will be leave for you:)any way call waheed fathima hr and conform it:),ham,ham
2028,Desires- u going to doctor 4 liver. And get a bit stylish. Get ur hair managed. Thats it.,ham,ham
2029,So the sun is anti sleep medicine.,ham,ham
2030,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!",ham,ham
2031,happened here while you were adventuring,ham,ham
2032,PRIVATE! Your 2003 Account Statement for 07808 XXXXXX shows 800 un-redeemed S. I. M. points. Call 08719899217 Identifier Code: 41685 Expires 07/11/04,spam,spam
2033,Hey so this sat are we going for the intro pilates only? Or the kickboxing too?,ham,ham
2034,"Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:""if it is made by my students,this wont even start........ Datz confidence..",ham,ham
2035,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth £33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk,spam,spam
2036,GENT! We are trying to contact you. Last weekends draw shows that you won a £1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm,spam,spam
2037,Whens your radio show?,ham,ham
2038,Its a part of checking IQ,ham,ham
2039,How r ü going to send it to me?,ham,ham
2040,For many things its an antibiotic and it can be used for chest abdomen and gynae infections even bone infections.,ham,ham
2041,LOL ... No just was busy,ham,ham
2042,"No! But we found a diff farm shop to buy some cheese. On way back now, can i call in?",ham,ham
2043,U sick still can go shopping?,ham,ham
2044,"Yeah, where's your class at?",ham,ham
2045,Hi darlin did youPhone me? Im atHome if youwanna chat.,ham,ham
2046,This phone has the weirdest auto correct.,ham,ham
2047,they released another Italian one today and it has a cosign option,ham,ham
2048,I did. One slice and one breadstick. Lol,ham,ham
2049,I have a sore throat. It's scratches when I talk,ham,ham
2050,Leave it de:-). Start Prepare for next:-)..,ham,ham
2051,"Only just got this message, not ignoring you. Yes, i was. Shopping that is",ham,ham
2052,No de. But call me after some time. Ill tell you k,ham,ham
2053,Have you emigrated or something? Ok maybe 5.30 was a bit hopeful...,ham,ham
2054,Am i that much bad to avoid like this?,ham,ham
2055,Blank is Blank. But wat is blank? Lol,ham,ham
2056,"Your free ringtone is waiting to be collected. Simply text the password ""MIX"" to 85069 to verify. Get Usher and Britney. FML, PO Box 5249, MK17 92H. 450Ppw 16",spam,spam
2057,I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...,ham,ham
2058,"Nt only for driving even for many reasons she is called BBD..thts it chikku, then hw abt dvg cold..heard tht vinobanagar violence hw is the condition..and hw ru ? Any problem?",ham,ham
2059,With my sis lor... We juz watched italian job.,ham,ham
2060,Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT,spam,spam
2061,Yeah that'd pretty much be the best case scenario,ham,ham
2062,Dunno leh cant remember mayb lor. So wat time r we meeting tmr?,ham,ham
2063,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/reward. Ts&Cs apply.",spam,spam
2064,She left it very vague. She just said she would inform the person in accounting about the delayed rent and that i should discuss with the housing agency about my renting another place. But checking online now and all places around usc are  &lt;#&gt;  and up,ham,ham
2065,Speaking of does he have any cash yet?,ham,ham
2066,I sent them. Do you like?,ham,ham
2067,How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day,ham,ham
2068,God's love has no limit. God's grace has no measure. God's power has no boundaries. May u have God's endless blessings always in ur life...!! Gud ni8,ham,ham
2069,Later i guess. I needa do mcat study too.,ham,ham
2070,Simply sitting and watching match in office..,ham,ham
2071,How much is blackberry bold2 in nigeria.,ham,ham
2072,Hi baby ive just got back from work and i was wanting to see u allday! I hope i didnt piss u off on the phone today. If u are up give me a call xxx,ham,ham
2073,Yar i wanted 2 scold u yest but late already... I where got zhong se qing you? If u ask me b4 he ask me then i'll go out w u all lor. N u still can act so real.,ham,ham
2074,"It‘s reassuring, in this crazy world.",ham,ham
2075,"I'm gonna be home soon and i don't want to talk about this stuff anymore tonight, k? I've cried enough today.",ham,ham
2076,"This is the 2nd time we have tried 2 contact u. U have won the £750 Pound prize. 2 claim is easy, call 087187272008 NOW1! Only 10p per minute. BT-national-rate.",spam,spam
2077,Dont think so. It turns off like randomlly within 5min of opening,ham,ham
2078,"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES",spam,spam
2079,Tmrw. Im finishing 9 doors,ham,ham
2080,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied ""Boost is d secret of my energy"" n instantly d girl shouted ""our energy"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8",ham,ham
2081,Aiyah then i wait lor. Then u entertain me. Hee...,ham,ham
2082,"Alright omw, gotta change my order to a half8th",ham,ham
2083,I love to wine and dine my lady!,ham,ham
2084,U really pig leh sleep so much. My dad wake me up at 10 smth 2 eat lunch today.,ham,ham
2085,Am in gobi arts college,ham,ham
2086,"Sorry, I'll call later",ham,ham
2087,Er yep sure. Props?,ham,ham
2088,"Velly good, yes please!",ham,ham
2089,Try neva mate!!,ham,ham
2090,Aight well keep me informed,ham,ham
2091,"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk",spam,spam
2092,I am late. I will be there at,ham,ham
2093,"Well, i'm gonna finish my bath now. Have a good...fine night.",ham,ham
2094,"Ugh y can't u just apologize, admit u were wrong and ask me to take u back?",ham,ham
2095,"Merry Christmas to you too babe, i love ya *kisses*",ham,ham
2096,Where wuld I be without my baby? The thought alone mite break me and I dont wanna go crazy but everyboy needs his lady xxxxxxxx,ham,ham
2097,how tall are you princess?,ham,ham
2098,"I don't have anybody's number, I still haven't thought up a tactful way to ask alex",ham,ham
2099,You'd like that wouldn't you? Jerk!,ham,ham
2100,"HI HUN! IM NOT COMIN 2NITE-TELL EVERY1 IM SORRY 4 ME, HOPE U AVA GOODTIME!OLI RANG MELNITE IFINK IT MITE B SORTED,BUT IL EXPLAIN EVERYTHIN ON MON.L8RS.x",ham,ham
2101,You should change your fb to jaykwon thuglyfe falconerf,ham,ham
2102,I got to video tape pple type in message lor. U so free wan 2 help me? Hee... Cos i noe u wan 2 watch infernal affairs so ask u along. Asking shuhui oso.,ham,ham
2103,"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL",ham,ham
2104,Probably a couple hours tops,ham,ham
2105,Email AlertFrom: Jeri StewartSize: 2KBSubject: Low-cost prescripiton drvgsTo listen to email call 123,spam,spam
2106,"Dear, take care. I am just reaching home.love u a lot.",ham,ham
2107,"Come to me right now, Ahmad",ham,ham
2108,Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030,spam,spam
2109,Where are you ? You said you would be here when I woke ... :-(,ham,ham
2110,Hey mate. Spoke to the mag people. We‘re on.  the is deliver by the end of the month. Deliver on the 24th sept. Talk later.,ham,ham
2111,Hi its Kate how is your evening? I hope i can see you tomorrow for a bit but i have to bloody babyjontet! Txt back if u can. :) xxx,ham,ham
2112,Hi neva worry bout da truth coz the truth will lead me 2 ur heart. Its the least a unique person like u deserve. Sleep tight or morning,ham,ham
2113,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",ham,ham
2114,Phony £350 award - Todays Voda numbers ending XXXX are selected to receive a £350 award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app,spam,spam
2115,Why don't you go tell your friend you're not sure you want to live with him because he smokes too much then spend hours begging him to come smoke,ham,ham
2116,The new deus ex game comin early next yr,ham,ham
2117,I know she called me,ham,ham
2118,When you guys planning on coming over?,ham,ham
2119,Eat jap done oso aft ur lect wat... Ü got lect at 12 rite...,ham,ham
2120,She doesnt need any test.,ham,ham
2121,When are you going to ride your bike?,ham,ham
2122,Love has one law; Make happy the person you love. In the same way friendship has one law; Never make ur friend feel alone until you are alive.... Gud night,ham,ham
2123,How much r ü willing to pay?,ham,ham
2124,MY NEW YEARS EVE WAS OK. I WENT TO A PARTY WITH MY BOYFRIEND. WHO IS THIS SI THEN HEY,ham,ham
2125,We tried to contact you re your reply to our offer of a Video Phone 750 anytime any network mins Half Price Line Rental Camcorder Reply or call 08000930705,spam,spam
2126,Gam gone after outstanding innings.,ham,ham
2127,Hey anyway i have to :-),ham,ham
2128,Wife.how she knew the time of murder exactly,ham,ham
2129,"hey, looks like I was wrong and one of the kappa guys numbers is still on my phone, if you want I can text him and see if he's around",ham,ham
2130,"pdate_Now - Double mins and 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia & Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/!YHL",spam,spam
2131,I know but you need to get hotel now. I just got my invitation but i had to apologise. Cali is to sweet for me to come to some english bloke's weddin,ham,ham
2132,Tell them the drug dealer's getting impatient,ham,ham
2133,"Cool, text me when you're parked",ham,ham
2134,"It wont b until 2.15 as trying 2 sort house out, is that ok?",ham,ham
2135,V skint too but fancied few bevies.waz gona go meet &othrs in spoon but jst bin watchng planet earth&sofa is v comfey; If i dont make it hav gd night,ham,ham
2136,Hmmm:)how many players selected?,ham,ham
2137,Ü come lt 25 n pass to me lar,ham,ham
2138,"Not really dude, have no friends i'm afraid :(",ham,ham
2139,Ok... Thanx... Gd nite 2 ü too...,ham,ham
2140,Ill be there on  &lt;#&gt;  ok.,ham,ham
2141,"K, I'll work something out",ham,ham
2142,How is it possible to teach you. And where.,ham,ham
2143,Are you in castor? You need to see something,ham,ham
2144,Kallis wont bat in 2nd innings.,ham,ham
2145,"Same here, but I consider walls and bunkers and shit important just because I never play on peaceful but I guess your place is high enough that it don't matter",ham,ham
2146,Usually the body takes care of it buy making sure it doesnt progress. Can we pls continue this talk on saturday.,ham,ham
2147,Are you driving or training?,ham,ham
2148,Too late. I said i have the website. I didn't i have or dont have the slippers,ham,ham
2149,"One of best dialogue in cute reltnship..!! ""Wen i Die, Dont Come Near My Body..!! Bcoz My Hands May Not Come 2 Wipe Ur Tears Off That Time..!Gud ni8",ham,ham
2150,Watching telugu movie..wat abt u?,ham,ham
2151,Ugh fuck it I'm resubbing to eve,ham,ham
2152,"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it....",ham,ham
2153,"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk",spam,spam
2154,"Chinatown got porridge, claypot rice, yam cake, fishhead beehoon... Either we eat cheap den go cafe n tok or go nydc or somethin...",ham,ham
2155,Pls give her the food preferably pap very slowly with loads of sugar. You can take up to an hour to give it. And then some water. Very very slowly.,ham,ham
2156,Hi here. have birth at on the  to  at 8lb 7oz. Mother and baby doing brilliantly.,ham,ham
2157,Lol I know! They're so dramatic. Schools already closed for tomorrow. Apparently we can't drive in the inch of snow were supposed to get.,ham,ham
2158,Ok i am on the way to home hi hi,ham,ham
2159,"Somewhr someone is surely made 4 u. And God has decided a perfect time to make u meet dat person. . . . till den, . . . . . Enjoy ur crushes..!!!;-)",ham,ham
2160,K.k:)when are you going?,ham,ham
2161,"Maybe westshore or hyde park village, the place near my house?",ham,ham
2162,We still on for tonight?,ham,ham
2163,"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL",ham,ham
2164,I can send you a pic if you like :),ham,ham
2165,Thanx but my birthday is over already.,ham,ham
2166,"Ah, well that confuses things, doesnt it? I thought was friends with now. Maybe i did the wrong thing but i already sort of invited -tho he may not come cos of money.",ham,ham
2167,Oh:)as usual vijay film or its different?,ham,ham
2168,Yup... How ü noe leh...,ham,ham
2169,"Good afternoon sunshine! How dawns that day ? Are we refreshed and happy to be alive? Do we breathe in the air and smile ? I think of you, my love ... As always",ham,ham
2170,"idc get over here, you are not weaseling your way out of this shit twice in a row",ham,ham
2171,"fyi I'm at usf now, swing by the room whenever",ham,ham
2172,"all the lastest from Stereophonics, Marley, Dizzee Racal, Libertines and The Strokes! Win Nookii games with Flirt!! Click TheMob WAP Bookmark or text WAP to 82468",spam,spam
2173,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow,ham,ham
2174,Dude just saw a parked car with its sunroof popped up. Sux,ham,ham
2175,"Hi, this is Mandy Sullivan calling from HOTMIX FM...you are chosen to receive £5000.00 in our Easter Prize draw.....Please telephone 09041940223 to claim before 29/03/05 or your prize will be transferred to someone else....",spam,spam
2176,Even i cant close my eyes you are in me our vava playing umma :-D,ham,ham
2177,Dhoni have luck to win some big title.so we will win:),ham,ham
2178,I want to go to perumbavoor,ham,ham
2179,Okie but i scared u say i fat... Then u dun wan me already...,ham,ham
2180,somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams,ham,ham
2181,get ready to moan and scream :),ham,ham
2182,"K will do, addie &amp; I are doing some art so I'll be here when you get home",ham,ham
2183,Nope... Juz off from work...,ham,ham
2184,"SYMPTOMS when U are in love: ""1.U like listening songs 2.U get stopped where u see the name of your beloved 3.U won't get angry when your",ham,ham
2185,I am on the way to tirupur.,ham,ham
2186,"Just checked out, heading out to drop off my stuff now",ham,ham
2187,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p",spam,spam
2188,"Sorry sir, i will call you tomorrow.  senthil.hsbc",ham,ham
2189,Oh k :)why you got job then whats up?,ham,ham
2190,I am in tirupur.  call you da.,ham,ham
2191,"Right on brah, see you later",ham,ham
2192,"I need an 8th but I'm off campus atm, could I pick up in an hour or two?",ham,ham
2193,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08,spam,spam
2194,have got * few things to do. may be in * pub later.,ham,ham
2195,"Sorry,in meeting I'll call later",ham,ham
2196,Tiwary to rcb.battle between bang and kochi.,ham,ham
2197,But your brother transfered only  &lt;#&gt;  +  &lt;#&gt; . Pa.,ham,ham
2198,"see, i knew giving you a break a few times woul lead to you always wanting to miss curfew. I was gonna gibe you 'til one, but a MIDNIGHT movie is not gonna get out til after 2. You need to come home. You need to getsleep and, if anything, you need to b studdying ear training.",ham,ham
2199,Waaaat?? Lololo ok next time then!,ham,ham
2200,Mm i am on the way to railway,ham,ham
2201,Ok lor. I ned 2 go toa payoh 4 a while 2 return smth u wan 2 send me there or wat?,ham,ham
2202,How much did ur hdd casing cost.,ham,ham
2203,Where is it. Is there any opening for mca.,ham,ham
2204,"whatever, im pretty pissed off.",ham,ham
2205,"Hi, wlcome back, did wonder if you got eaten by a lion or something, nothing much",ham,ham
2206,Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.,spam,spam
2207,Any pain on urination any thing else?,ham,ham
2208,I love you both too :-),ham,ham
2209,What's nannys address?,ham,ham
2210,"Haha yeah I see that now, be there in a sec",ham,ham
2211,Most of the tiime when i don't let you hug me it's so i don't break into tears.,ham,ham
2212,"Your free ringtone is waiting to be collected. Simply text the password ""MIX"" to 85069 to verify. Get Usher and Britney. FML, PO Box 5249, MK17 92H. 450Ppw 16",spam,spam
2213,I need details about that online job.,ham,ham
2214,Then i buy.,ham,ham
2215,So no messages. Had food?,ham,ham
2216,"Bloody hell, cant believe you forgot my surname Mr . Ill give u a clue, its spanish and begins with m...",ham,ham
2217,"Why is that, princess? I bet the brothas are all chasing you!",ham,ham
2218,Not a drop in the tank,ham,ham
2219,Meeting u is my work. . . Tel me when shall i do my work tomorrow,ham,ham
2220,Maybe i could get book out tomo then return it immediately ..? Or something.,ham,ham
2221,"I want some cock! My hubby's away, I need a real man 2 satisfy me. Txt WIFE to 89938 for no strings action. (Txt STOP 2 end, txt rec £1.50ea. OTBox 731 LA1 7WS. )",spam,spam
2222,u r a winner U ave been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810710p/min (18 ),spam,spam
2223,Then we gotta do it after that,ham,ham
2224,My stomach has been thru so much trauma I swear I just can't eat. I better lose weight.,ham,ham
2225,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas",ham,ham
2226,"Mmmmmm ... I love you,so much, Ahmad ... I can't wait for this year to begin as every second takes me closer to being at your side. Happy New Year, my love!!",ham,ham
2227,En chikku nange bakra msg kalstiya..then had tea/coffee?,ham,ham
2228,Got meh... When?,ham,ham
2229,"Ya ok, vikky vl c witin  &lt;#&gt; mins and il reply u..",ham,ham
2230,Send me your resume:-),ham,ham
2231,SMS SERVICES For your inclusive text credits pls gotto www.comuk.net login 3qxj9 unsubscribe with STOP no extra charge help 08702840625 comuk.220cm2 9AE,spam,spam
2232,Daddy will take good care of you :),ham,ham
2233,I want to tell you how bad I feel that basically the only times I text you lately are when I need drugs,ham,ham
2234,"Hello, my love! How goes that day ? I wish your well and fine babe and hope that you find some job prospects. I miss you, boytoy ... *a teasing kiss*",ham,ham
2235,Ball is moving a lot.will spin in last :)so very difficult to bat:),ham,ham
2236,Yup i thk so until e shop closes lor.,ham,ham
2237,He like not v shock leh. Cos telling shuhui is like telling leona also. Like dat almost all know liao. He got ask me abt ur reaction lor.,ham,ham
